jd_sentence_text	jd_sent_manual_label_NEW
"The University of California, San Francisco (UCSF) is a leading university dedicated to promoting health worldwide through advanced biomedical research, graduate-level education in the life sciences and health professions, and excellence in patient care."	About_Company
"Established in 1984, Professional Plastics has grown to 19 locations across the USA, Singapore & Taiwan."	About_Company
Professional Plastics is an equal opportunity employer and offers competitive pay and benefits.	EOE
Experience: Minimum 4 years experience with MasterCam and Solid Works.	Experience
"Medical, Dental, Vision, Long Term and Short term Disability, Voluntary Life Insurance, FSA, Employee Assistance Program, 401K Retirement Plan."	Benefits
The lead will be responsible for working with a Scrum team and coordinate with both the Business and the Architecture teams to ensure that we design and deliver optimal software that meets our client's needs.	Responsibility
Bachelor's Degree.	Education
"Good knowledge of project management techniques and methodologies including agile, scrum, waterfall and SDLC."	Skill_Knowledge
"Experience with structured design, development, and implementation of new computing architectures."	Experience
"City National Bank is an Equal Opportunity/Affirmative Action Employer, Minorities/Females/Individuals with Disabilities/Veterans"	EOE
"Experienced with JavaScript, Flex, JSP, Hypertext Markup Language (HTML), CSS, SpringMVC or equivalents for UI developers and Spring, Hibernate, JPA, Servlets or equivalents for enterprise Java developers and developing at least one Object Oriented System (OOS)."	Experience
Experience Required:	Experience
Experience with Python	Experience
Experience with SQL	Experience
Experience with JQuery	Experience
"A high degree of creativity, interaction design, and problem-solving abilities."	Soft_Skills
Experience with software engineering principles including but not limited to:	Experience
Security Clearance Required: TS/SCI w/Polygraph	Authorization_Clearance
"All qualified applicants are considered for all positions without regard to race, color, religion, sex, national origin, veteran status, age, gender identity, genetic information, marital status, sexual orientation, or disability."	EOE
"Bachelor's Degree in Computer Science, Engineering or related field."	Education
Oracle Certified Associate (or Professional)	Certification
", Java Programmer certification a plus"	Certification
"InComm provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity or national origin, citizenship, veteran’s status, age, disability status, genetics or any other category protected by federal, state, or local law."	EOE
"Right now we are looking for an accomplished Engineer to help lead the charge for our current project which includes performing a full rewrite of the web portal that supports a 100-person programmatic advertising business, using Ruby on Rails and React."	Position_Role
"Experience programming single-page applications, especially using React"	Experience
Experience using MongoDB in both transactional and reporting use-cases	Experience
Experience designing APIs	Experience
"Bachelor’s degree in Computer Science,Telecommunication Engineering or related field required."	Education
Master’s degree in any of the above fields a plus.	Education
Clearance Requirement: TS//SCI with Full Scope Polygraph	Authorization_Clearance
Degree and Years of Experience	Or_Edu_Exp
BS degree in Computer Science or a similar technical field of study and 8 years of experience software development/engineering experience.	Or_Edu_Exp
